id,name
122,Cairina moschata domestica
123,Phalacrocorax varius
124,Picoides dorsalis
125,Nuttall's Woodpecker
126,Ladder-backed Woodpecker
127,Gambel's Quail
128,Eurasian Bullfinch
129,Neotropic Cormorant
130,Downy Woodpecker
131,Northern Bobwhite
132,White-collared Seedeater
133,Hairy Woodpecker
134,Semipalmated Sandpiper
135,Black-backed Woodpecker
136,Greater Scaup
137,Red-billed Tropicbird
138,Eastern Meadowlark
139,Budgerigar
140,Lesser Scaup
141,Aythya novaeseelandiae
142,Montezuma Quail
143,Brown Pelican
144,Cinclus cinclus
145,Ross's Goose
146,California Quail
147,Common Grackle
148,Great-tailed Grackle
149,Scaled Quail
150,Pileated Woodpecker
151,Passerina caerulea
152,Berylline Hummingbird
153,Common Yellowthroat
154,Trogon melanocephalus
155,Sylvia communis
156,Pine Grosbeak
157,Evening Grosbeak
158,Hawfinch
159,Golden-winged Warbler
160,Opisthocomus hoazin
161,Setophaga coronata coronata
162,Diglossa baritula
163,Saltator coerulescens
164,Saltator atriceps
165,Sicalis flaveola
166,Aix galericulata
167,Junco hyemalis hyemalis
168,Eupsittula canicularis
169,Microcarbo melanoleucos
170,Summer Tanager
171,Scarlet Tanager
172,Hepatic Tanager
173,Black-throated Sparrow
174,Larus dominicanus
175,Piaya cayana
176,Rufous-crowned Sparrow
177,Lewis's Woodpecker
178,Gila Woodpecker
179,Savannah Sparrow
180,Melanerpes pucherani
181,Rock Wren
182,Red-bellied Woodpecker
183,Melanerpes chrysogenys
184,Acorn Woodpecker
185,Northern Flicker
186,Rufous-capped Warbler
187,Larus michahellis
188,Ramphocelus passerinii
189,Burrowing Owl
190,Branta hutchinsii
191,Brambling
192,Common Chaffinch
193,Dark-eyed Junco
194,Common Cuckoo
195,Yellow-eyed Junco
196,Nelson's Sharp-tailed Sparrow
197,Grasshopper Sparrow
198,Seaside Sparrow
199,Black-billed Cuckoo
200,Mangrove Cuckoo
201,Yellow-billed Cuckoo
202,Clark's Nutcracker
203,Groove-billed Ani
204,Vesper Sparrow
205,Olive Sparrow
206,Greater Roadrunner
207,Geococcyx velox
208,Bananaquit
209,Painted Bunting
210,Alectura lathami
211,Passerina leclancherii
212,Lazuli Bunting
213,Yellow-breasted Chat
214,Crax rubra
215,Penelope purpurascens
216,Copsychus malabaricus
217,Paroaria capitata
218,Cyanerpes cyaneus
219,Microcarbo melanoleucos brevirostris
220,Williamson's Sapsucker
221,Rose-breasted Grosbeak
222,Red-breasted Sapsucker
223,Black-headed Grosbeak
224,Red-naped Sapsucker
225,Ortalis poliocephala
226,Plain Chachalaca
227,Corvus albus
228,Black-and-white Warbler
229,Volatinia jacarina
230,Thraupis palmarum
231,Momotus mexicanus
232,Brewer's Blackbird
233,Cacatua galerita
234,Junco hyemalis oreganus
235,Pacific Golden-Plover
236,Bronzed Cowbird
237,Brown-headed Cowbird
238,Merops pusillus
239,Merops apiaster
240,Pteroglossus torquatus
241,Red Crossbill
242,Merops orientalis
243,White-winged Crossbill
244,Coracias garrulus
245,Coracias caudatus
246,Coracias benghalensis
247,Yellow-headed Blackbird
248,Lark Sparrow
249,Bobolink
250,Osprey
251,Phainopepla
252,Couch's Kingbird
253,Phylloscopus collybita
254,Circus cyaneus hudsonius
255,Grallina cyanoleuca
256,Snow Bunting
257,Lark Bunting
258,Ruby-crowned Kinglet
259,Regulus ignicapilla
260,Regulus regulus
261,Golden-crowned Kinglet
262,Tropical Kingbird
263,Pelecanus conspicillatus
264,Aulacorhynchus prasinus
265,Todiramphus sanctus
266,Bullock's Oriole
267,Dickcissel
268,Gray Kingbird
269,Black Tern
270,Oriturus superciliosus
271,Psarocolius montezuma
272,Fieldfare
273,Notiomystis cincta
274,Sagittarius serpentarius
275,Psittacula krameri
276,Platycercus eximius
277,Prothonotary Warbler
278,Megaceryle torquata
279,Nestor meridionalis
280,Red-crowned Parrot
281,Amazona albifrons
282,Amazona oratrix
283,Saxicola rubetra
284,Ara militaris
285,Spizelloides arborea
286,Ceryle rudis
287,Chloroceryle aenea
288,Chloroceryle amazona
289,Myiozetetes similis
290,Curve-billed Thrasher
291,Megaceryle alcyon
292,Horned Lark
293,Alisterus scapularis
294,Cinnyris jugularis
295,Xiphorhynchus flavigaster
296,Jacana jacana
297,Phalaropus fulicarius
298,European Turtle-Dove
299,Pica hudsonia
300,Corvus cornix
301,Monk Parakeet
302,Eurasian Collared-Dove
303,Western Tanager
304,Least Bittern
305,Verdin
306,Geothlypis tolmiei
307,Rock Dove
308,Setophaga citrina
309,Setophaga cerulea
310,Columba palumbus
311,Flame-colored Tanager
312,Patagioenas leucocephala
313,Patagioenas fasciata
314,Patagioenas flavirostris
315,Setophaga discolor
316,Common Nighthawk
317,Lesser Nighthawk
318,Platalea leucorodia
319,Common Poorwill
320,Haemorhous mexicanus
321,Haemorhous purpureus
322,Common Pauraque
323,Campephilus guatemalensis
324,Brown Thrasher
325,White-tipped Dove
326,Nyctibius jamaicensis
327,Eurasian Wigeon
328,Buteo plagiatus
329,Selasphorus calliope
330,Megascops kennicottii
331,Porphyrio poliocephalus
332,Megascops asio
333,Zenaida auriculata
334,Hymenolaimus malacorhynchos
335,Setophaga caerulescens
336,Northern Beardless-Tyrannulet
337,Crested Caracara
338,Common Ground-Dove
339,Eupsittula nana
340,Nestor notabilis
341,Ruddy Ground-Dove
342,Geopelia striata
343,Athene noctua
344,Smooth-billed Ani
345,Eastern Bluebird
346,Platalea alba
347,Great Horned Owl
348,Cave Swallow
349,Purple Martin
350,Setophaga coronata auduboni
351,Hirundo neoxena
352,Barn Swallow
353,Calidris virgata
354,Calidris pugnax
355,Platalea regia
356,Violet-green Swallow
357,Bostrychia hagedash
358,Bank Swallow
359,White Ibis
360,Glossy Ibis
361,White-faced Ibis
362,Common Raven
363,Northern Rough-winged Swallow
364,Masked Booby
365,Red-footed Booby
366,Brown Booby
367,Morus serrator
368,Eudyptula minor
369,Megadyptes antipodes
370,Scopus umbretta
371,Winter Wren
372,Red Knot
373,Lanius collurio
374,Baird's Sandpiper
375,Meleagris gallopavo intermedia
376,Western Sandpiper
377,Purple Sandpiper
378,Dunlin
379,Curlew Sandpiper
380,Pectoral Sandpiper
381,Short-billed Dowitcher
382,Malurus cyaneus
383,Common Greenshank
384,Todiramphus sanctus vagans
385,Green Sandpiper
386,Wood Sandpiper
387,Greater Yellowlegs
388,Lesser Yellowlegs
389,Eurasian Curlew
390,Whimbrel
391,Phalacrocorax carbo novaehollandiae
392,Petroica macrocephala macrocephala
393,Petroica australis longipes
394,Prosthemadera novaeseelandiae novaeseelandiae
395,Short-eared Owl
396,Rhipidura fuliginosa fuliginosa
397,American Woodcock
398,Ruddy Turnstone
399,Black Turnstone
400,Rhipidura fuliginosa placabilis
401,Black-tailed Godwit
402,Hudsonian Godwit
403,Marbled Godwit
404,Red-necked Phalarope
405,Upland Sandpiper
406,Bar-tailed Godwit
407,Northern Saw-whet Owl
408,Common Sandpiper
409,Trichoglossus haematodus
410,Northern Hawk Owl
411,Blue-gray Gnatcatcher
412,Chipping Sparrow
413,Red-whiskered Bulbul
414,Indigo Bunting
415,Varied Bunting
416,Manorina melanocephala
417,Ocyphaps lophotes
418,Jabiru
419,Pycnonotus cafer
420,Anser cygnoides domesticus
421,Picus viridis
422,Black-footed Albatross
423,Struthio camelus
424,Laysan Albatross
425,Northern Fulmar
426,Francolinus pondicerianus
427,Broad-billed Hummingbird
428,Eared Grebe
429,Podiceps cristatus
430,Horned Grebe
431,Great Spotted Woodpecker
432,Red-necked Grebe
433,Tachybaptus ruficollis
434,Mountain Plover
435,Double-crested Cormorant
436,Great Cormorant
437,Brandt's Cormorant
438,Clark's Grebe
439,Pelecanus onocrotalus
440,American White Pelican
441,Mourning Dove
442,Vanellus miles
443,Western Gull
444,Trogon massena
445,Thayer's Gull
446,Heermann's Gull
447,Yellow-footed Gull
448,Mew Gull
449,Iceland Gull
450,Ring-billed Gull
451,Trogon collaris
452,White-winged Dove
453,Lesser Black-backed Gull
454,California Gull
455,Prosthemadera novaeseelandiae
456,Elegant Trogon
457,Glaucous-winged Gull
458,Trogon citreolus
459,Pigeon Guillemot
460,Himantopus leucocephalus
461,Black Guillemot
462,Anthornis melanura
463,Leptoptilos crumenifer
464,Threskiornis moluccus
465,Thraupis episcopus
466,Geranoaetus albicaudatus
467,Arctic Tern
468,Common Tern
469,Forster's Tern
470,Northern Shrike
471,Pharomachrus mocinno
472,Sterna striata
473,Parasitic Jaeger
474,Pomarine Jaeger
475,Anas gracilis
476,Black-legged Kittiwake
477,Black Skimmer
478,Razorbill
479,Atlantic Puffin
480,Tufted Puffin
481,Eurasian Blackbird
482,Turdus plumbeus
483,Clay-colored Robin
484,American Robin
485,Turdus viscivorus
486,Rhinoceros Auklet
487,Turdus philomelos
488,Galbula ruficauda
489,Northern Jacana
490,Saxicola rubicola
491,Hoopoe
492,Rusty Blackbird
493,Pacific Loon
494,Mimus gilvus
495,Passer italiae
496,Common Loon
497,Red-throated Loon
498,Northern Wheatear
499,Magnificent Frigatebird
500,Great Frigatebird
501,Eurasian Hobby
502,Prairie Falcon
503,Aplomado Falcon
504,Peregrine Falcon
505,Falco rufigularis
506,American Kestrel
507,Barred Owl
508,Merlin
509,Common Moorhen
510,Cardellina pusilla
511,Swainson's Thrush
512,Falco novaeseelandiae
513,Hermit Thrush
514,Veery
515,Caracara cheriway
516,Herpetotheres cachinnans
517,Lapland Longspur
518,Milvago chimachima
519,Ciconia ciconia
520,Wood Stork
521,Mycteria ibis
522,Western Bluebird
523,Ephippiorhynchus senegalensis
524,Turkey Vulture
525,Townsend's Solitaire
526,Cathartes burrovianus
527,Sarcoramphus papa
528,Black Vulture
529,Great Gray Owl
530,Anastomus lamelligerus
531,Black-bellied Plover
532,California Condor
533,Muscicapa striata
534,Killdeer
535,Wilson's Plover
536,Piping Plover
537,Phoenicurus phoenicurus
538,Phoenicurus ochruros
539,Little Ringed Plover
540,Eumomota superciliosa
541,Garganey
542,Black-necked Stilt
543,Black Oystercatcher
544,Black-billed Magpie
545,Eurasian Oystercatcher
546,Haematopus unicolor
547,Northern Lapwing
548,Vanellus spinosus
549,Vanellus armatus
550,Bluethroat
551,Inca Dove
552,Recurvirostra avosetta
553,Ring-necked Pheasant
554,American Golden-Plover
555,American Dipper
556,Erithacus rubecula
557,Golden-fronted Woodpecker
558,Common Ringed Plover
559,Western Reef-Heron
560,Little Blue Heron
561,Tricolored Heron
562,Snowy Egret
563,Little Egret
564,Egretta sacra
565,Monticola solitarius
566,Ardea cocoi
567,Ardea cinerea
568,Great Blue Heron
569,Black-crowned Night-Heron
570,Rufous-backed Robin
571,Ardeola ralloides
572,Yellow-crowned Night-Heron
573,Aramides cajaneus
574,Cattle Egret
575,Green Heron
576,Porphyrio martinicus
577,American Bittern
578,Cochlearius cochlearius
579,Anhinga novaehollandiae
580,Anhinga rufa
581,Melozone fusca
582,Golden Eagle
583,Wood Thrush
584,Aphelocoma wollweberi
585,Sharp-shinned Hawk
586,Accipiter nisus
587,Northern Goshawk
588,Reddish Egret
589,Common Goldeneye
590,Brown Noddy
591,Actitis macularius
592,Ardea purpurea
593,Todiramphus chloris
594,Whooping Crane
595,Black-winged Stilt
596,Northern Pygmy-Owl
597,Circus approximans
598,Circus aeruginosus
599,Phalacrocorax sulcirostris
600,Zone-tailed Hawk
601,Butorides striata
602,Platalea ajaja
603,Short-tailed Hawk
604,Great Egret
605,Swainson's Hawk
606,Alectoris rufa
607,Red-shouldered Hawk
608,Red-tailed Hawk
609,Charadrius nivosus
610,Tringa incana
611,Tringa semipalmata
612,Terathopius ecaudatus
613,Gallinago delicata
614,Common Black-Hawk
615,Chroicocephalus philadelphia
616,Circaetus gallicus
617,Chroicocephalus novaehollandiae
618,Chroicocephalus ridibundus
619,Leucophaeus atricilla
620,Leucophaeus pipixcan
621,Onychoprion fuscatus
622,Sternula antillarum
623,Hydroprogne caspia
624,Thalasseus maximus
625,Thalasseus bergii
626,White-tailed Kite
627,Alopochen aegyptiaca
628,Streptopelia senegalensis
629,Gerygone igata
630,Bald Eagle
631,Sedge Wren
632,Haliaeetus vocifer
633,Bubo scandiacus
634,Mottled Owl
635,Ruffed Grouse
636,Busarellus nigricollis
637,Snail Kite
638,Milvus milvus
639,Gyps fulvus
640,Ficedula hypoleuca
641,Momotus coeruliceps
642,Semipalmated Plover
643,Haliastur indus
644,Gyps africanus
645,Mississippi Kite
646,Dives dives
647,Baeolophus atricristatus
648,Tufted Titmouse
649,Baeolophus inornatus
650,Song Sparrow
651,Spinus spinus
652,White Wagtail
653,Brown Creeper
654,Bucorvus leadbeateri
655,Anthus pratensis
656,American Pipit
657,Tachycineta albilinea
658,Carolina Chickadee
659,Black-capped Chickadee
660,Mountain Chickadee
661,Chestnut-backed Chickadee
662,Periparus ater
663,Chlorophanes spiza
664,Estrilda astrild
665,Cyanistes caeruleus
666,Yellow-bellied Sapsucker
667,Cliff Swallow
668,Troglodytes pacificus
669,Troglodytes hiemalis
670,Eurasian Tree Sparrow
671,House Sparrow
672,Western Scrub-Jay
673,Buff-bellied Hummingbird
674,Amazilia tzacatl
675,Dicrurus adsimilis
676,Violet-crowned Hummingbird
677,Lonchura punctulata
678,Tigrisoma mexicanum
679,Porphyrio melanotus melanotus
680,Melanitta americana
681,Clay-colored Sparrow
682,Cinnamon Hummingbird
683,Zenaida Dove
684,Prunella modularis
685,Eurasian Kestrel
686,Varied Thrush
687,Ruby-throated Hummingbird
688,Blue-throated Hummingbird
689,Dusky-capped Flycatcher
690,American Redstart
691,Brown-crested Flycatcher
692,Zosterops lateralis
693,White-crowned Sparrow
694,Red-winged Blackbird
695,Parus major
696,Zonotrichia capensis
697,Oreothlypis peregrina
698,Oreothlypis celata
699,Oreothlypis ruficapilla
700,Geothlypis philadelphia
701,Geothlypis formosa
702,Setophaga tigrina
703,Setophaga americana
704,Setophaga magnolia
705,Setophaga castanea
706,Setophaga fusca
707,Setophaga petechia
708,Setophaga striata
709,Setophaga palmarum
710,Setophaga pinus
711,Setophaga coronata
712,Setophaga dominica
713,Campylopterus hemileucurus
714,Vireo cassinii
715,Setophaga nigrescens
716,Setophaga townsendi
717,Setophaga occidentalis
718,Setophaga chrysoparia
719,Setophaga virens
720,Cardellina canadensis
721,Cardellina rubra
722,Florida Scrub-Jay
723,Red-headed Woodpecker
724,Emberiza calandra
725,Acanthis flammea
726,Spinus pinus
727,Thraupis abbas
728,Spinus psaltria
729,Spinus lawrencei
730,Spinus tristis
731,Threskiornis aethiopicus
732,Gygis alba
733,Tree Swallow
734,Larus dominicanus dominicanus
735,Lonchura oryzivora
736,American Oystercatcher
737,Chloris chloris
738,Cooper's Hawk
739,Vireo solitarius
740,Broad-tailed Hummingbird
741,Chroicocephalus scopulinus
742,Western Grebe
743,Hemiphaga novaeseelandiae
744,Sabine's Gull
745,Ramphastos sulfuratus
746,Dacelo novaeguineae
747,Eurasian Coot
748,Hirundo rustica erythrogaster
749,Costa's Hummingbird
750,Anna's Hummingbird
751,Colaptes auratus cafer
752,Blue-footed Booby
753,Copsychus saularis
754,Allen's Hummingbird
755,Rufous Hummingbird
756,Lucifer Hummingbird
757,Pycnonotus barbatus
758,Larus glaucescens × occidentalis
759,Aphelocoma woodhouseii
760,Florisuga mellivora
761,Haematopus finschi
762,Spruce Grouse
763,Black-chinned Hummingbird
764,Northern Harrier
765,Ardea alba modesta
766,Great Crested Flycatcher
767,Ferruginous Hawk
768,White-throated Swift
769,Vaux's Swift
770,Chimney Swift
771,Setophaga pensylvanica
772,Loggerhead Shrike
773,Anhinga
774,Acridotheres tristis
775,Pygmy Nuthatch
776,Actophilornis africanus
777,Red-breasted Nuthatch
778,Sitta europaea
779,Brown-headed Nuthatch
780,Common Swift
781,European Starling
782,Seiurus aurocapilla
783,Yellow Wagtail
784,White-eyed Vireo
785,Long-billed Thrasher
786,Sanderling
787,California Thrasher
788,Gallinula galeata
789,Stilt Sandpiper
790,Magnificent Hummingbird
791,Black-vented Oriole
792,Scott's Oriole
793,Broad-winged Hawk
794,Common Snipe
795,Orchard Oriole
796,Least Sandpiper
797,Gray Catbird
798,Porphyrio hochstetteri
799,White-rumped Sandpiper
800,Wilson's Phalarope
801,Colaptes auratus auratus
802,Blue Mockingbird
803,Tiaris olivaceus
804,Sage Thrasher
805,Long-billed Dowitcher
806,Solitary Sandpiper
807,White-breasted Nuthatch
808,Tringa totanus
809,Black-bellied Whistling-Duck
810,Dendrocygna viduata
811,Fulvous Whistling-Duck
812,Icterus abeillei
813,Vanellus chilensis
814,Trumpeter Swan
815,Whooper Swan
816,Tundra Swan
817,Mute Swan
818,Baltimore Oriole
819,Mallard
820,Northern Pintail
821,Green-winged Teal
822,Cinnamon Teal
823,Mottled Duck
824,Blue-winged Teal
825,Gadwall
826,Northern Shoveler
827,Anas chlorotis
828,Rhipidura leucophrys
829,American Wigeon
830,Bufflehead
831,Red-breasted Merganser
832,Common Merganser
833,Anser anser
834,Greater White-fronted Goose
835,Common Eider
836,Rallus obsoletus
837,Platycercus elegans
838,White-winged Scoter
839,Milvus migrans
840,Gelochelidon nilotica
841,Ninox novaeseelandiae novaeseelandiae
842,Surf Scoter
843,Ring-necked Duck
844,Common Pochard
845,Tufted Duck
846,Long-billed Curlew
847,Snow Goose
848,Wrentit
849,Canada Goose
850,Thalasseus elegans
851,Branta sandvicensis
852,Redhead
853,Wood Duck
854,Hooded Merganser
855,Harlequin Duck
856,Aratinga nenday
857,Psittacara holochlorus
858,Muscovy Duck
859,Netta rufina
860,Psittacara erythrogenys
861,Say's Phoebe
862,Canvasback
863,White-headed Woodpecker
864,Vermivora cyanoptera
865,Northwestern Crow
866,Long-eared Owl
867,American Crow
868,Oldsquaw
869,Chenonetta jubata
870,Thalasseus sandvicensis
871,Eolophus roseicapilla
872,Colaptes rubiginosus
873,Meleagris gallopavo silvestris
874,Ptiliogonys cinereus
875,Swallow-tailed Kite
876,Carduelis carduelis
877,Cassiculus melanicterus
878,Dendragapus fuliginosus
879,Bushtit
880,Aegithalos caudatus
881,Zosterops lateralis lateralis
882,Haliaeetus leucogaster
883,Common Murre
884,Tringa semipalmata inornatus
885,Sky Lark
886,Galerida cristata
887,Delichon urbicum
888,Helmitheros vermivorum
889,White-eared Hummingbird
890,Northern Mockingbird
891,Gymnorhina tibicen
892,Alcedo atthis
893,Spotted Dove
894,Cedar Waxwing
895,Bohemian Waxwing
896,Tadorna tadorna
897,Petroica australis australis
898,Amazona autumnalis
899,Blue Grouse
900,Canyon Wren
901,Tadorna ferruginea
902,Cactus Wren
903,Campylorhynchus rufinucha
904,Rhipidura fuliginosa
905,Black-tailed Gnatcatcher
906,Pelecanus occidentalis carolinensis
907,Melozone aberti
908,Melozone crissalis
909,Carolina Wren
910,Harris's Hawk
911,Anas platyrhynchos domesticus
912,House Wren
913,Buteo lineatus elegans
914,Thamnophilus doliatus
915,Bewick's Wren
916,Tadorna variegata
917,Slate-throated Redstart
918,Phalacrocorax varius varius
919,Painted Redstart
920,Larus argentatus smithsonianus
921,Parkesia motacilla
922,Sula granti
923,Ara macao
924,Peucaea ruficauda
925,Calidris subruficollis
926,Phoenicopterus roseus
927,Northern Gannet
928,Pelecanus occidentalis californicus
929,Ferruginous Pygmy-Owl
930,Ruddy Duck
931,Ash-throated Flycatcher
932,Green Kingfisher
933,Western Meadowlark
934,Ramphastos ambiguus
935,Paroaria coronata
936,Buteo buteo
937,Sulphur-bellied Flycatcher
938,Western Wood-Pewee
939,Corvus corone
940,Cyanoramphus novaezelandiae
941,Eastern Wood-Pewee
942,Greater Pewee
943,Olive-sided Flycatcher
944,Herring Gull
945,Halcyon smyrnensis
946,Onychognathus morio
947,Blue Bunting
948,Marsh Wren
949,Barn Owl
950,Trogon caligatus
951,Eurasian Jackdaw
952,Fish Crow
953,Spheniscus demersus
954,Corvus frugilegus
955,Corvus splendens
956,Brant
957,Glaucous Gull
958,Columba livia domestica
959,Garrulus glandarius
960,Anser anser domesticus
961,Tufted Flycatcher
962,Ardenna creatopus
963,Ardenna gravis
id,name
964,background
0,Haemorhous cassinii
1,Limpkin
2,Rupornis magnirostris
3,Blue Jay
4,Steller's Jay
5,Balearica regulorum
6,Vermilion Flycatcher
7,American Avocet
8,Ardeotis kori
9,Yellow-billed Magpie
10,Gray Jay
11,Antigone canadensis
12,Parkesia noveboracensis
13,Ardea herodias occidentalis
14,Sora
15,Anas platyrhynchos diazi
16,Gray Wagtail
17,Pacific-slope Flycatcher
18,Least Flycatcher
19,Buff-breasted Flycatcher
20,Willow Flycatcher
21,Hammond's Flycatcher
22,Cordilleran Flycatcher
23,Virginia Rail
24,Common Crane
25,Boat-tailed Grackle
26,Barnacle Goose
27,Cyanocorax yucatanicus
28,Green Jay
29,Wilson's Storm-Petrel
30,Quiscalus niger
31,Psilorhinus morio
32,Megarynchus pitangua
33,Gallinula tenebrosa
34,Gallus gallus domesticus
35,Numida meleagris
36,Junco hyemalis caniceps
37,Cassin's Kingbird
38,Eastern Kingbird
39,Scissor-tailed Flycatcher
40,Thick-billed Kingbird
41,Western Kingbird
42,Fork-tailed Flycatcher
43,Gallirallus australis
44,Calocitta formosa
45,Calocitta colliei
46,American Coot
47,Rose-throated Becard
48,Rough-legged Hawk
49,Cygnus atratus
50,Philesturnus rufusater
51,Great Black-backed Gull
52,Great Kiskadee
53,American Black Duck
54,Anthus novaeseelandiae novaeseelandiae
55,Eastern Phoebe
56,Black Phoebe
57,Masked Tityra
58,Dryocopus lineatus
59,Porphyrio melanotus
60,White-cheeked Pintail
61,Egretta novaehollandiae
62,Anas crecca carolinensis
63,Chukar
64,Least Grebe
65,Artemisiospiza belli
66,Gallus gallus
67,Pyrrhuloxia
68,Northern Cardinal
69,Lincoln's Sparrow
70,Pied-billed Grebe
71,Swamp Sparrow
72,Wild Turkey
73,Meleagris ocellata
74,Willow Ptarmigan
75,Black-chinned Sparrow
76,Pyrrhocorax graculus
77,Brewer's Sparrow
78,Mountain Bluebird
79,Field Sparrow
80,Anas superciliosa
81,Fox Sparrow
82,Greater Flamingo
83,Sylvia atricapilla
84,Bell's Vireo
85,Vireo plumbeus
86,Philadelphia Vireo
87,Yellow-throated Vireo
88,Red-eyed Vireo
89,Harris's Sparrow
90,Hutton's Vireo
91,White-throated Sparrow
92,Golden-crowned Sparrow
93,Emberiza citrinella
94,Barrow's Goldeneye
95,Reed Bunting
96,Warbling Vireo
97,Serinus serinus
98,Serinus mozambicus
99,Lophura leucomelanos
100,Euphonia elegantissima
101,Euphonia hirundinacea
102,Euphonia affinis
103,Tricolored Blackbird
104,Momotus lessonii
105,Zosterops japonicus
106,Pelagic Cormorant
107,Hooded Oriole
108,Audubon's Oriole
109,Motacilla aguimp
110,Anas superciliosa × platyrhynchos
111,Streak-backed Oriole
112,Altamira Oriole
113,Carduelis cannabina
114,Gray-cheeked Thrush
115,Amaurornis phoenicurus
116,Pavo cristatus
117,Rallus crepitans
118,Nestor meridionalis septentrionalis
119,Green-tailed Towhee
120,Spotted Towhee
121,Eastern Towhee
122,Cairina moschata domestica
123,Phalacrocorax varius
124,Picoides dorsalis
125,Nuttall's Woodpecker
126,Ladder-backed Woodpecker
127,Gambel's Quail
128,Eurasian Bullfinch
129,Neotropic Cormorant
130,Downy Woodpecker
131,Northern Bobwhite
132,White-collared Seedeater
133,Hairy Woodpecker
134,Semipalmated Sandpiper
135,Black-backed Woodpecker
136,Greater Scaup
137,Red-billed Tropicbird
138,Eastern Meadowlark
139,Budgerigar
140,Lesser Scaup
141,Aythya novaeseelandiae
142,Montezuma Quail
143,Brown Pelican
144,Cinclus cinclus
145,Ross's Goose
146,California Quail
147,Common Grackle
148,Great-tailed Grackle
149,Scaled Quail
150,Pileated Woodpecker
151,Passerina caerulea
152,Berylline Hummingbird
153,Common Yellowthroat
154,Trogon melanocephalus
155,Sylvia communis
156,Pine Grosbeak
157,Evening Grosbeak
158,Hawfinch
159,Golden-winged Warbler
160,Opisthocomus hoazin
161,Setophaga coronata coronata
162,Diglossa baritula
163,Saltator coerulescens
164,Saltator atriceps
165,Sicalis flaveola
166,Aix galericulata
167,Junco hyemalis hyemalis
168,Eupsittula canicularis
169,Microcarbo melanoleucos
170,Summer Tanager
171,Scarlet Tanager
172,Hepatic Tanager
173,Black-throated Sparrow
174,Larus dominicanus
175,Piaya cayana
176,Rufous-crowned Sparrow
177,Lewis's Woodpecker
178,Gila Woodpecker
179,Savannah Sparrow
180,Melanerpes pucherani
181,Rock Wren
182,Red-bellied Woodpecker
183,Melanerpes chrysogenys
184,Acorn Woodpecker
185,Northern Flicker
186,Rufous-capped Warbler
187,Larus michahellis
188,Ramphocelus passerinii
189,Burrowing Owl
190,Branta hutchinsii
191,Brambling
192,Common Chaffinch
