id,name
168,EVENING GROSBEAK
169,FAIRY BLUEBIRD
170,FAIRY TERN
171,FIORDLAND PENGUIN
172,FIRE TAILLED MYZORNIS
173,FLAME BOWERBIRD
174,FLAME TANAGER
175,FLAMINGO
176,FRIGATE
177,GAMBELS QUAIL
178,GANG GANG COCKATOO
179,GILA WOODPECKER
180,GILDED FLICKER
181,GLOSSY IBIS
182,GO AWAY BIRD
183,GOLD WING WARBLER
184,GOLDEN CHEEKED WARBLER
185,GOLDEN CHLOROPHONIA
186,GOLDEN EAGLE
187,GOLDEN PHEASANT
188,GOLDEN PIPIT
189,GOULDIAN FINCH
190,GRAY CATBIRD
191,GRAY KINGBIRD
192,GRAY PARTRIDGE
193,GREAT GRAY OWL
194,GREAT JACAMAR
195,GREAT KISKADEE
196,GREAT POTOO
197,GREATOR SAGE GROUSE
198,GREEN BROADBILL
199,GREEN JAY
200,GREEN MAGPIE
201,GREY PLOVER
202,GROVED BILLED ANI
203,GUINEA TURACO
204,GUINEAFOWL
205,GURNEYS PITTA
206,GYRFALCON
207,HAMMERKOP
208,HARLEQUIN DUCK
209,HARLEQUIN QUAIL
210,HARPY EAGLE
211,HAWAIIAN GOOSE
212,HAWFINCH
213,HELMET VANGA
214,HEPATIC TANAGER
215,HIMALAYAN BLUETAIL
216,HIMALAYAN MONAL
217,HOATZIN
218,HOODED MERGANSER
219,HOOPOES
220,HORNBILL
221,HORNED GUAN
222,HORNED LARK
223,HORNED SUNGEM
224,HOUSE FINCH
225,HOUSE SPARROW
226,HYACINTH MACAW
227,IBERIAN MAGPIE
228,IBISBILL
229,IMPERIAL SHAQ
230,INCA TERN
231,INDIAN BUSTARD
232,INDIAN PITTA
233,INDIAN ROLLER
234,INDIGO BUNTING
235,INLAND DOTTEREL
236,IVORY GULL
237,IWI
238,JABIRU
239,JACK SNIPE
240,JANDAYA PARAKEET
241,JAPANESE ROBIN
242,JAVA SPARROW
243,KAGU
244,KAKAPO
245,KILLDEAR
246,KING VULTURE
247,KIWI
248,KOOKABURRA
249,LARK BUNTING
250,LAZULI BUNTING
251,LESSER ADJUTANT
252,LILAC ROLLER
253,LITTLE AUK
254,LONG-EARED OWL
255,MAGPIE GOOSE
256,MALABAR HORNBILL
257,MALACHITE KINGFISHER
258,MALAGASY WHITE EYE
259,MALEO
260,MALLARD DUCK
261,MANDRIN DUCK
262,MANGROVE CUCKOO
263,MARABOU STORK
264,MASKED BOOBY
265,MASKED LAPWING
266,MIKADO  PHEASANT
267,MOURNING DOVE
268,MYNA
269,NICOBAR PIGEON
270,NOISY FRIARBIRD
271,NORTHERN CARDINAL
272,NORTHERN FLICKER
273,NORTHERN FULMAR
274,NORTHERN GANNET
275,NORTHERN GOSHAWK
276,NORTHERN JACANA
277,NORTHERN MOCKINGBIRD
278,NORTHERN PARULA
279,NORTHERN RED BISHOP
280,NORTHERN SHOVELER
281,OCELLATED TURKEY
282,OKINAWA RAIL
283,ORANGE BRESTED BUNTING
284,ORIENTAL BAY OWL
285,OSPREY
286,OSTRICH
287,OVENBIRD
288,OYSTER CATCHER
289,PAINTED BUNTING
290,PALILA
291,PARADISE TANAGER
292,PARAKETT  AKULET
293,PARUS MAJOR
294,PATAGONIAN SIERRA FINCH
295,PEACOCK
296,PELICAN
297,PEREGRINE FALCON
298,PHILIPPINE EAGLE
299,PINK ROBIN
300,POMARINE JAEGER
301,PUFFIN
302,PURPLE FINCH
303,PURPLE GALLINULE
304,PURPLE MARTIN
305,PURPLE SWAMPHEN
306,PYGMY KINGFISHER
307,QUETZAL
308,RAINBOW LORIKEET
309,RAZORBILL
310,RED BEARDED BEE EATER
311,RED BELLIED PITTA
312,RED BROWED FINCH
313,RED FACED CORMORANT
314,RED FACED WARBLER
315,RED FODY
316,RED HEADED DUCK
317,RED HEADED WOODPECKER
318,RED HONEY CREEPER
319,RED NAPED TROGON
320,RED TAILED HAWK
321,RED TAILED THRUSH
322,RED WINGED BLACKBIRD
323,RED WISKERED BULBUL
324,REGENT BOWERBIRD
325,RING-NECKED PHEASANT
326,ROADRUNNER
327,ROBIN
328,ROCK DOVE
329,ROSY FACED LOVEBIRD
330,ROUGH LEG BUZZARD
331,ROYAL FLYCATCHER
332,RUBY THROATED HUMMINGBIRD
333,RUDY KINGFISHER
334,RUFOUS KINGFISHER
335,RUFUOS MOTMOT
336,SAMATRAN THRUSH
337,SAND MARTIN
338,SANDHILL CRANE
339,SATYR TRAGOPAN
340,SCARLET CROWNED FRUIT DOVE
341,SCARLET IBIS
342,SCARLET MACAW
343,SCARLET TANAGER
344,SHOEBILL
345,SHORT BILLED DOWITCHER
346,SMITHS LONGSPUR
347,SNOWY EGRET
348,SNOWY OWL
349,SORA
350,SPANGLED COTINGA
351,SPLENDID WREN
352,SPOON BILED SANDPIPER
353,SPOONBILL
354,SPOTTED CATBIRD
355,SRI LANKA BLUE MAGPIE
356,STEAMER DUCK
357,STORK BILLED KINGFISHER
358,STRAWBERRY FINCH
359,STRIPED OWL
360,STRIPPED MANAKIN
361,STRIPPED SWALLOW
362,SUPERB STARLING
363,SWINHOES PHEASANT
364,TAILORBIRD
365,TAIWAN MAGPIE
366,TAKAHE
367,TASMANIAN HEN
368,TEAL DUCK
369,TIT MOUSE
370,TOUCHAN
371,TOWNSENDS WARBLER
372,TREE SWALLOW
373,TROPICAL KINGBIRD
374,TRUMPTER SWAN
375,TURKEY VULTURE
376,TURQUOISE MOTMOT
377,UMBRELLA BIRD
378,VARIED THRUSH
379,VENEZUELIAN TROUPIAL
380,VERMILION FLYCATHER
381,VICTORIA CROWNED PIGEON
382,VIOLET GREEN SWALLOW
383,VIOLET TURACO
384,VULTURINE GUINEAFOWL
385,WALL CREAPER
386,WATTLED CURASSOW
387,WATTLED LAPWING
388,WHIMBREL
389,WHITE BROWED CRAKE
390,WHITE CHEEKED TURACO
391,WHITE NECKED RAVEN
392,WHITE TAILED TROPIC
393,WHITE THROATED BEE EATER
394,WILD TURKEY
395,WILSONS BIRD OF PARADISE
396,WOOD DUCK
397,YELLOW BELLIED FLOWERPECKER
398,YELLOW CACIQUE
399,YELLOW HEADED BLACKBIRD
